"code","iso","country","FGA.ind.1995","FGA.ind.1996","FGA.ind.1997","FGA.ind.1998","FGA.ind.1999","FGA.ind.2000","FGA.ind.2001","FGA.ind.2002","FGA.ind.2003","FGA.ind.2004","FGA.ind.2005","FGA.ind.2006","FGA.ind.2007","FGA.ind.2008","FGA.ind.2009","FGA.ind.2010","FGA.ind.2011","FGA.ind.2012","FGA.ind.2013","FGA.ind.2014","FGA.ind.2015","FGA.ind.2016","FGA.ind.2017","FGA.ind.2018","FGA.ind.2019","FGA.ind.2020","FGA.ind.2021","FGA.ind.2022","FGA.ind.2023","FGA.ind.2024"
516,"NAM","Namibia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,18.8,29.4,36.9,39.8,37.7,32.8,26.9,19.9,12.8,7.6,4.3,3.7,3.7,3.7
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"NLD","Netherlands",71.8,71.8,71.8,71.8,71.8,55.5,42.1,37.7,48,55.1,60.7,71.2,77,77.8,85,83.8,91.7,87.6,83.5,71.4,62.7,56,35.1,7.4,5.4,3.2,16.8,17.9,17.9,17.9
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",56.4,56.4,56.4,56.4,56.4,58.3,68.2,70.5,64,57.4,51.4,41.7,26.3,18.9,12.8,9.4,19.8,26,29.1,34.6,38,39.8,35.4,29,30.4,30.8,31.2,31.8,31.8,31.8
558,"NIC","Nicaragua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,18.9,29.4,36.8,39.7,37.4,32.6,26.9,20,13,7.7,4.3,3.7,3.7,3.7
562,"NER","Niger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,18.9,29.4,36.8,39.6,37.4,32.5,26.8,19.8,12.8,7.6,4.4,3.8,3.8,3.8
566,"NGA","Nigeria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,19.1,29,36,38.8,36.9,32.4,27.2,20.8,14.3,9.5,6.4,5.8,5.8,5.8
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",65.6,65.6,65.6,65.6,65.6,65,64.2,63.1,61.5,16.2,0,0,0,0,0,0,0,0,22.9,6.9,0,12.9,17.1,19.9,23.9,24,24.4,24.4,24.4,24.4
578,"NOR","Norway",84.4,84.4,84.4,84.4,84.4,73.6,64.5,71.6,73.3,70.3,74.2,77,78.3,76.1,77.2,72.8,67.6,68.5,64.4,59.2,55.6,51.6,50.2,45.6,48.4,49.7,50.5,52.1,52.1,52.1
512,"OMN","Oman",8.9,8.9,8.9,8.9,8.9,0,0,0,0,0,0,0,0,0,0,0.7,10.6,22.1,31.9,37.6,39.5,39.7,39.5,37.5,27.9,17.5,11,9.4,9.4,9.4
586,"PAK","Pakistan",64.7,64.7,64.7,64.7,64.7,39,8.1,0,0,0,0,0,0,0,0,6.4,18.5,28.2,35,37.9,36.3,32.7,28.3,22.9,17.4,13.2,10.5,9.9,9.9,9.9
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,18.9,29.3,36.7,39.6,37.5,32.7,26.9,20,13,7.7,4.3,3.7,3.7,3.7
598,"PNG","Papua New Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,"PRY","Paraguay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,19,29.4,36.8,39.7,37.6,32.8,27.1,20.1,13.2,7.9,4.6,4,4,4
604,"PER","Peru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,29.5,36.7,39.7,37.5,32.6,26.9,19.9,12.9,7.6,4.3,3.8,3.8,3.8
608,"PHL","Philippines",0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,8.5,19.9,29.2,35.7,38.5,36.7,32.7,28,22.1,16.2,11.7,8.8,8.3,8.3,8.3
616,"POL","Poland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,9.7,14.8,18.3,25,34.5,42.2,56.6,73.6,85.9,95.3,100,100,100
620,"PRT","Portugal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,13.1,19.1,23,25.5,27.1,28.8,29.9,31,31,31
634,"QAT","Qatar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,16.1,24.8,31.2,34,31.8,28,23.9,19,14.5,11.4,8.1,7.2,7.2,7.2
178,"COG","Republic of Congo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,18.9,29.4,36.7,39.6,37.4,32.7,27,20,13,7.8,4.4,3.8,3.8,3.8
642,"ROU","Romania",36.3,36.3,36.3,36.3,36.3,30.5,31.2,34.4,46.1,47,46.6,45.7,36,34.4,40.7,48.2,59.6,63,73.7,69.7,67,58.6,39.8,28.8,25.5,24.3,23.7,23.6,23.6,23.6
643,"RUS","Russia",47.7,47.7,47.7,47.7,47.7,51.5,60.1,63.7,73.4,75.9,77.4,79.1,76,69.3,72.5,71.1,71.4,65.9,66.6,62.7,59,56.2,46,37.5,37.9,36.8,34.5,30.6,30.6,30.6
646,"RWA","Rwanda",0,0,0,0,0,0,0,1.7,6.6,10.8,14.3,17.1,18.5,19.7,20.6,21.7,25.1,28.5,31.5,34,34.8,36.5,36.7,33.3,31.2,29,28.8,29.2,29.2,29.2
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",0,0,0,0,0,0,0,0,0,0,0,16.7,37,49.9,54,53,51,47.2,43.3,38.8,34.9,31.6,27.2,24.6,23.2,23.3,23.9,24.3,24.3,24.3
670,"VCT","Saint Vincent and the Grenadines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,13.3,12.9,10.5,11.1,14.9,20.8,22.8,24.4,25.9,27.2,28.5,28.5,28.5
674,"SMR","San Marino",88.9,88.9,88.9,88.9,88.9,88.9,88.9,88.9,88.9,88.9,88.9,88.9,86.2,78.8,67.2,53,39.1,29.3,19.9,21.4,23.9,24.9,27.7,29.6,32.5,35.1,37.5,37.5,37.5,37.5
678,"STP","Sao Tome and Principe",47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.4,47.4,23.6,0,0,0,0,0,0,0,0,0,0,0
682,"SAU","Saudi Arabia",26.8,26.8,26.8,26.8,26.8,2.3,0,0,0,0,0,0,0,0,0,7.8,19.7,29.1,35.9,38.7,36.7,32.3,27.2,21,14.8,10.1,7.2,6.7,6.7,6.7
686,"SEN","Senegal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,18.9,29.4,36.7,39.7,37.4,32.6,26.9,19.9,13,7.8,4.5,3.9,3.9,3.9
688,"SRB","Serbia",0,0,0,0,0,0,0,0,0,0,29.4,47.6,42.1,55.4,79.3,94.6,100,100,100,100,100,100,89.2,72.3,64.6,52.8,37.8,25.7,25.7,25.7
690,"SYC","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,"SLE","Sierra Leone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,"SGP","Singapore",13.1,13.1,13.1,13.1,13.1,7.2,0,0,0,0,0,0,0,0,8.4,17.1,27.6,35.7,37.7,37.2,32.2,24.5,22,20,16.9,12.5,9.9,10.6,10.6,10.6
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,8.1,13.8,19.5,24.4,31.8,34.8,39.5,43,43.5,43.9,44.5,44.5,44.5
705,"SVN","Slovenia",41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,35,35.2,30.2,40.9,58.7,74.4,87.5,89.2,91.8,81,69.8,57.6,39.8,35.5,42.9,51.6,56.5,59.1,59.1,59.1
90,"SLB","Solomon Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,"SOM","Somalia",3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
710,"ZAF","South Africa",25.6,25.6,25.6,25.6,25.6,12.9,2.4,0,0,0,0,0,0,0,4.5,14.9,24.3,32.3,37.9,39.8,38.3,34.5,29.1,23.4,18,13.8,11,10.6,10.6,10.6
410,"KOR","South Korea",0,0,0,0,0,0,0,3.3,25.4,36.8,40.9,44,38.7,44.2,37.5,25.9,27.4,21.3,23.5,24.6,31.4,41.9,46,47.9,50.8,46.7,44.1,41.9,41.9,41.9
728,"SSD","South Sudan",11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,7.5,6.8,6.8,6.8
724,"ESP","Spain",48.7,48.7,48.7,48.7,48.7,40.9,30.3,17.2,5.2,0,0.7,0.4,0,1.7,7.9,15.4,25.4,33.4,43.3,49.2,66,76.9,85.7,96.2,100,100,100,100,100,100
144,"LKA","Sri Lanka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,18.9,29.3,36.7,39.7,37.4,32.5,26.8,19.9,12.9,7.7,4.4,3.8,3.8,3.8
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,"SDN","Sudan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,20.9,31.3,38.4,41.1,38.5,33.1,27,19.6,12.1,6.6,3.5,3.1,3.1,3.1
740,"SUR","Suriname",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
752,"SWE","Sweden",19.5,19.5,19.5,19.5,19.5,16,14.2,13.4,14.6,15.6,21.9,28.6,32.3,39.2,44.9,48.6,52.1,54.3,56.2,56.2,54.5,52,50.8,51.2,52.8,54.9,57.6,59.9,59.9,59.9
756,"CHE","Switzerland",13,13,13,13,13,0,0,0,0,0,0.6,9.4,16.9,20.9,27.5,32.3,36.6,37.9,39.1,38.2,37.7,39.8,41.8,43.2,47.4,52,55.7,58,58,58
760,"SYR","Syria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"TWN","Taiwan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,71.1,100,100,100,100,100,100,99.6,82.2,64.4,59.1,51,49.4,49.4,49.4
762,"TJK","Tajikistan",73,73,73,73,73,70.2,60.7,47.9,50.1,42.5,38.7,38.9,37.1,51.8,68.9,82.5,100,100,100,100,100,100,100,100,100,100,100,89.6,89.6,89.6
834,"TZA","Tanzania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,"THA","Thailand",28.2,28.2,28.2,28.2,28.2,7.4,0,0,0,0,0,0,0,0,0,6.1,18.8,28.9,36,38.9,36.8,32.6,27.4,21,14.7,9.9,6.9,6.4,6.4,6.4
626,"TLS","Timor-Leste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,"TGO","Togo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,18.9,29.4,36.8,39.8,37.6,32.7,26.9,19.9,12.9,7.6,4.3,3.7,3.7,3.7
776,"TON","Tonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,18.9,29.4,36.7,39.7,37.4,32.6,26.9,20,13,7.7,4.4,3.7,3.7,3.7
788,"TUN","Tunisia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,18.9,29.4,36.8,39.7,37.5,32.6,26.9,20,13,7.8,4.5,4,4,4
792,"TUR","Turkiye",64.8,64.8,64.8,64.8,64.8,60.1,52.2,35.7,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,20.8,25.4,29.4,30.2,30.2,30.2
795,"TKM","Turkmenistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,18.9,29.4,36.8,39.7,37.4,32.5,26.9,19.9,12.9,7.6,7.6,7.6,7.6,7.6
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,"UGA","Uganda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,"UKR","Ukraine",55.8,55.8,55.8,55.8,55.8,69.5,89,90.2,81.4,67,50.6,30,0,0,0,0,0,0,0,13.8,30.5,39.6,38.2,28.4,20.4,10.6,0,0,0,0
784,"ARE","United Arab Emirates",11.2,11.2,11.2,11.2,11.2,0,0,0,0,0,0,0,0,0,0,10.7,20.9,29.7,36.1,38.6,36.9,33,27.6,21.8,16.1,11.7,8.5,8,8,8
826,"GBR","United Kingdom",0,0,0,0,0,0,0,1.6,13.8,23.8,30.6,40.2,46.7,51.4,51.9,52.1,52,49.2,46.8,42.9,39.3,40.7,41.2,43.9,47.9,51.6,54.8,56.8,56.8,56.8
840,"USA","United States of America",12,12,12,12,12,11.4,14.6,19.9,26.5,33.4,37.8,40,40.6,40.4,39.1,37.6,37.1,37.1,38,39,40.6,42.4,44.3,45.8,46.7,46.9,46.6,46.7,46.7,46.7
858,"URY","Uruguay",0,0,0,0,0,19.6,9.9,0,0,0,0,0,0,0,0,0,0,100,94.8,59.2,33.3,19,0,0,0,0,0,50.4,50.4,50.4
860,"UZB","Uzbekistan",0,0,0,0,0,0,0,23.5,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,20.5,21.7,21.7,21.7
548,"VUT","Vanuatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,"VEN","Venezuela",74.7,74.7,74.7,74.7,74.7,68.8,62.4,50.7,37.7,25.5,17.1,9.7,2.7,6.9,12.1,18.6,28.3,34.8,40.7,45.6,48.7,48.4,44.4,38.1,31.5,26,20.5,15.5,15.5,15.5
704,"VNM","Viet Nam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,18.8,29.4,36.7,39.6,37.3,31.4,22.7,13.5,4.3,0,0,0,0,0
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,18.9,29.4,36.8,39.8,37.5,32.7,26.9,19.9,12.9,7.7,4.4,3.8,3.8,3.8
894,"ZMB","Zambia",0,0,0,0,0,0,6,18.2,31.2,43.7,54.7,63.7,70,73.4,73.8,74.3,75.5,75.3,76.9,82.1,91.6,100,100,100,100,100,100,100,100,100
716,"ZWE","Zimbabwe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,19,29.5,36.8,39.7,37.5,32.6,26.9,19.9,12.9,7.6,4.4,3.8,3.8,3.8
