"code","iso","country","GHI.ind.1995","GHI.ind.1996","GHI.ind.1997","GHI.ind.1998","GHI.ind.1999","GHI.ind.2000","GHI.ind.2001","GHI.ind.2002","GHI.ind.2003","GHI.ind.2004","GHI.ind.2005","GHI.ind.2006","GHI.ind.2007","GHI.ind.2008","GHI.ind.2009","GHI.ind.2010","GHI.ind.2011","GHI.ind.2012","GHI.ind.2013","GHI.ind.2014","GHI.ind.2015","GHI.ind.2016","GHI.ind.2017","GHI.ind.2018","GHI.ind.2019","GHI.ind.2020","GHI.ind.2021","GHI.ind.2022","GHI.ind.2023","GHI.ind.2024"
428,"LVA","Latvia",46.8,47.3,50.5,52.7,54.7,57.6,58,59.4,60.5,62.1,63.8,65,66.1,66.3,64.4,61.7,63.3,64.9,65.5,66.1,66.6,67.2,67.8,67.8,68.5,69.1,69.5,70.9,70.9,70.9
422,"LBN","Lebanon",59.7,61.1,58.2,57.5,57.1,58.4,57.9,58.6,56.7,59.2,60.1,62.3,65.2,63.2,61.9,64.2,63.9,62.6,63.3,62.3,61,60.7,59.8,60.4,58.9,55.8,53.1,53.1,53.1,53.1
426,"LSO","Lesotho",25.6,27,27.2,28.7,25.1,26.3,27.2,28.5,29.1,29.6,29.2,30.4,30.9,32.5,31.5,32.6,29.6,31,35.8,35.6,37.7,38.9,35.8,37,37.4,38.8,36,32.8,32.8,32.8
430,"LBR","Liberia",54.1,54.1,54.1,54.1,54.1,54.1,54.1,54.2,44.8,44,43.5,43.7,46,47.6,46.5,46.4,47.1,47.3,49.5,49,50,49.7,47.5,50.1,44.9,45.3,45.6,46.5,46.5,46.5
434,"LBY","Libya",43.7,43.7,43.7,43.7,43.7,43.1,43.4,43.6,44.4,45.2,46.1,48.9,51.7,51,50.7,49.4,40.1,50.2,50.8,41.6,43.8,44.3,48.3,48.9,41.2,42.9,40.5,39.7,39.7,39.7
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",44.1,44.5,46.8,47.7,50.2,52.7,53.5,54.5,56.7,57.3,58.2,59.5,60,61.3,60.2,59.6,60.2,60.8,62.7,63.5,63.5,64.1,64.8,65.8,66.5,66.8,67.8,69.6,69.6,69.6
442,"LUX","Luxembourg",60.4,60.6,63.1,66.4,66.8,67.1,66.7,65.8,65.5,64,64.1,65.6,68,68.2,68.4,68.2,68.5,69.3,70.7,72,73.2,74.4,74.4,74.1,74.2,76.9,77.1,78.9,78.9,78.9
446,"MAC","Macao",86.9,85.5,84.9,83.8,83.8,83.6,83.6,85.7,86.8,88.1,88.3,90.4,92.5,93.8,90.6,94.6,95.3,96.1,96.8,95.9,93.4,93.3,93.4,95.7,95.7,92.3,93.2,91.2,91.2,91.2
450,"MDG","Madagascar",24.4,24.7,25.5,25.6,26.9,28.2,30.8,29.3,29.2,31.4,29.4,31.5,31.5,33.8,32.1,32,32.2,32,33.1,33,33.7,33.7,34.6,36.3,36,33.9,35.4,36.5,36.5,36.5
454,"MWI","Malawi",47.4,48.2,49.1,49,49.5,48.9,48.5,47.2,47.3,48.4,48.6,48.8,49.5,49.6,51,50.9,51.2,50.9,51.2,51.3,51,50.9,50.7,48.6,48,45.8,45.8,44.9,44.9,44.9
458,"MYS","Malaysia",49.4,50.9,50.5,50.5,52.7,51.4,50.5,51.2,49.5,48.8,49.8,50.9,51.8,51,51,52.1,52.9,53.3,51.9,52.9,54.6,55.4,56.3,56.1,56.6,55.4,55.3,56.3,56.3,56.3
462,"MDV","Maldives",78.2,77.4,76.9,79,75.6,74.9,73.9,71.2,75.6,72.4,71.5,72.1,72.6,72.9,70.7,70.9,71.4,69.8,71.2,69.3,70.4,69.6,69.9,69,68.2,63.1,69.2,71.4,71.4,71.4
466,"MLI","Mali",25.4,25.7,26.5,26.8,26.5,25.7,29.8,29.8,31.3,29.2,30,31,30.8,30.6,32,31.8,32,31,30.6,31.5,32,30.7,31.4,31.8,31.6,30,30,30,30,30
470,"MLT","Malta",57.2,57.4,58.3,59.7,60.2,64.7,62.4,62.9,62.2,62.9,64.7,64.7,65.1,66,66.7,67.1,67.1,67.4,70.4,71.8,77.9,80.6,80.7,81.5,81.7,80.8,82.3,82.8,82.8,82.8
584,"MHL","Marshall Islands",51.8,49.1,47.6,46.5,47.1,44.4,45.1,44.5,44.8,42.8,43.9,42.5,42.5,39.7,39.7,40.2,39.7,39.9,40.1,39.2,39.6,40,40.2,41.2,43.6,43.1,42.3,42.9,42.9,42.9
478,"MRT","Mauritania",41.6,41.1,39,38.4,37.7,35.4,34.7,34.8,35.9,36.9,38.3,41,40.5,41.8,40.2,39.8,40.4,40.4,41.4,41.2,41.1,41.9,41.9,42.3,42.8,41.9,41.5,42.5,42.5,42.5
480,"MUS","Mauritius",65.7,66,66.7,66.5,65.3,65.1,64.7,65.1,65.5,66.2,65.8,63.2,63.9,64.4,65.1,65,65.6,65.8,66,66,66.6,66.7,66.5,67.4,67.6,66.6,66.1,67,67,67
484,"MEX","Mexico",55.5,56.3,56.4,56.5,57,57.7,57,56.8,56,56.7,56.2,56.6,56.9,56.9,55.9,57.1,56.9,57.3,57.7,58.6,59.4,59.9,60.7,61,60.9,59.7,59.8,59.1,59.1,59.1
583,"FSM","Micronesia",43.8,42.6,40,39.9,41.4,43.6,45.7,47.4,46.6,47.9,51.5,52,49.1,51.4,46.8,52.8,51.1,49.7,47.3,46.6,46.8,46.8,47.6,47.6,47.3,46.7,45.1,45,45,45
498,"MDA","Moldova",33.2,31.5,41.3,42.7,47.1,51.7,52.3,53,53.2,54.4,55.5,56.4,57.3,58.8,59.7,59.5,60.1,60.7,61.9,63.1,63.1,63.4,63.2,63.3,64.4,63.4,65,64.4,64.4,64.4
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",4.7,4.9,5.3,5.8,6.2,6.2,9,12.5,14.5,17.1,16,15.9,14.2,16.2,13.3,13.6,11.1,8,7.6,13.7,17,13.8,10.6,8.9,9.1,11.7,12.8,13.9,13.9,13.9
499,"MNE","Montenegro",55.3,55.3,55.3,55.9,58.9,57.2,56.2,56,56.1,55.6,59.4,58.7,59.6,58.4,63.6,58.9,59.8,60.4,61.6,62.4,61.7,63.6,63.8,63,63.4,60.4,63.7,64.9,64.9,64.9
504,"MAR","Morocco",51.3,53.2,52.4,53.4,53,52.9,53.1,53.5,54.9,53.6,53.4,54.3,54.3,54.8,55.7,55.3,56.1,56.2,56.8,57.1,57.5,57.8,57.8,58.1,57.2,56.4,56.1,57.1,57.1,57.1
508,"MOZ","Mozambique",3.5,6.4,11.1,10.5,14.4,15.6,16.6,16.4,17.4,19.5,19.1,22.5,23.3,24.3,27.9,27.6,26.8,26.8,26.9,25.3,28.5,28.9,29.5,27.6,29.9,30.9,29.9,29.8,29.8,29.8
104,"MMR","Myanmar",9.6,11.3,13.3,13.9,14.1,16.2,19.5,22,24.1,25.7,28.4,30.2,32.6,35.8,37.9,39.2,40.8,43,44.3,44.8,43.9,46,45.8,49.6,51.1,51.5,47.1,47.6,47.6,47.6
516,"NAM","Namibia",34.7,35.8,37.3,36.3,37.4,36.2,37,40.9,40.4,41.8,40.2,39.1,42.1,45.6,39.5,42.3,35.4,34.1,48.7,49.6,50.4,48.9,48.2,49.9,51.4,43.9,44,44.4,44.4,44.4
520,"NRU","Nauru",26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26,32.2,30.2,42.7,43.1,40.7,44.9,49.4,48.7,50.3,47.4,50.7,47.6,49.4,51.2,53.6,53.4,54.1,54.1,54.1
524,"NPL","Nepal",41.1,42,42.7,43.4,43.5,44.8,45.6,46,46.5,47.4,47.6,48.4,49,49.2,49.2,49.6,49.7,50.4,50.4,50.7,52.1,50.2,50.7,51,52.9,51.6,52.2,53.5,53.5,53.5
528,"NLD","Netherlands",54.6,54.7,56,56.9,58.5,59,59.5,60.3,60.5,60.4,61.2,62.5,63.5,64.1,64.4,63.5,65.5,65,64.8,65.7,65.8,66.3,66.4,66.8,68.5,69.2,69.5,71.6,71.6,71.6
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",40.6,41.3,41.1,42.2,42.6,43.4,43.4,44.2,44.7,45.7,46,46.6,47.5,47.3,48.1,48.3,48.9,48.8,49.8,50.5,51.4,52.7,53.1,53.9,54.3,55,56.1,57.2,57.2,57.2
558,"NIC","Nicaragua",42.5,44.2,43.4,43.9,42.9,43.1,43.4,42.9,42.1,43.8,44.1,44.7,45.6,46.6,45.5,46.1,45.7,46.9,47.4,47.5,47.2,48.1,49.1,48.2,46.9,46.5,48,48.5,48.5,48.5
562,"NER","Niger",20.9,19.7,19,20.3,19.2,18.4,19.1,19.4,18.8,17.8,18.7,19.3,18.9,19.7,19,21.3,20.9,21.7,21.6,22,22.2,22.5,22.6,23.5,23.5,23,22.3,24.2,24.2,24.2
566,"NGA","Nigeria",28.6,25.9,28.2,30.5,31.5,30.1,31.4,38.2,37.5,40.2,41.5,44.6,47.4,48.9,52,50.6,50.2,51.7,53.2,53.9,55.3,54.7,54.7,55.3,54,54.8,55.5,56.4,56.4,56.4
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",45,42.1,44.8,43.4,46.5,48.3,48.2,49.7,48.6,49.5,49.8,51.4,51.9,53.2,54.7,55.1,54.1,54.9,57.6,58.9,60.6,61.3,60.3,62,60.9,61,60.8,61.4,61.4,61.4
578,"NOR","Norway",60.8,60.4,61.3,62,62.2,62.7,62.6,63.1,62.6,63.3,64.4,64.9,65,65.3,65.8,65.3,66.1,66.6,66.8,67.1,67.1,67.6,68.2,68.4,69.4,69.4,70,70.6,70.6,70.6
512,"OMN","Oman",48.5,48.9,48.8,50.8,48,47.3,47.7,45,39.8,42.6,42.2,40.7,40.6,41.8,44.2,42.3,40.9,41.1,41.2,41.4,41.9,43.2,42.5,43.2,44.4,42.1,41.2,41.4,41.4,41.4
586,"PAK","Pakistan",48.9,48.5,48.4,48.3,48.5,48.7,49.2,48.7,49.1,49.4,50,50,50.1,50.2,50.2,50.7,50.9,51.5,52.2,52.6,52.8,52.1,51.6,53,53.1,52.7,52.7,54.9,54.9,54.9
585,"PLW","Palau",27.9,27.9,27.9,27.9,27.9,27.9,28.7,33.8,31.9,32.9,31.1,30.7,30.8,33,29.8,30.1,30.8,29,32.5,34.9,37.9,37.3,35.6,36.2,35.5,33.7,29.1,29.1,29.1,29.1
591,"PAN","Panama",66.6,65.4,66.6,65.1,66.4,66.9,63.9,66.2,66.4,68.5,67.4,68,70.5,71.9,70.4,70.6,71.3,73,73.3,74,75,76.1,76.2,77,75.1,74.5,75.5,76.9,76.9,76.9
598,"PNG","Papua New Guinea",59,60,57.1,47.1,56.2,52.3,52.2,50,49.8,47.8,47,47,47.4,48,53,57.2,56.2,57.5,57.3,55,54.9,55.5,56.8,55.2,56,56.4,56,57.3,57.3,57.3
600,"PRY","Paraguay",43.8,45.1,45.6,45.2,44.7,45.7,43.7,44.3,43.4,45.9,45.6,46,45.3,47.4,46.3,47.2,47.6,46.7,47.9,47.9,48.6,49,48.9,50.4,49.9,49.1,49.6,49.7,49.7,49.7
604,"PER","Peru",55.9,56.4,56.6,55.8,55.2,55.9,57.2,58.1,59,58.8,59,61.2,60.7,62.5,61.3,61.8,62.6,63.1,64.7,63.7,64.3,64.2,64.3,64.9,64.8,64.9,65.3,64.7,64.7,64.7
608,"PHL","Philippines",51.8,52.3,52,53.2,52.6,52.7,53.5,54.2,55,55.7,56.7,58.6,59.1,58.9,59,59.7,60.3,61,61.4,62,62.2,62.5,62.3,62.9,63.9,62.7,62.9,63.6,63.6,63.6
616,"POL","Poland",32.5,33.3,35.4,38.7,40.6,42.7,43.4,44.4,44.6,45.6,46.4,47,48.7,50.2,51.9,51.4,52.6,53.2,53.7,55.4,56.3,56.5,56.8,58.3,60.3,60.9,60.7,62.1,62.1,62.1
620,"PRT","Portugal",62.8,64.1,64.1,63.6,62.4,63.6,64.3,63.4,64.4,64.2,63.8,65.2,66.3,67,67.2,68.7,68.7,68.4,68.8,69,68,68.8,68,69.6,71.1,71.2,72.7,73.2,73.2,73.2
634,"QAT","Qatar",22.8,22.8,22.8,22.8,22.8,22.8,23,24.9,24,27.9,30.1,31.9,34.9,37.3,38.6,39.6,39.5,38.1,40.6,40.7,41.7,42.8,40.7,41.6,40.9,39.9,39.5,41.3,41.3,41.3
178,"COG","Republic of Congo",28.9,26.4,23.6,22.6,21.5,22,24,34.2,30.7,29.4,26.2,26.1,28.1,30.1,30.7,30.6,32,35,35.3,37.2,36.3,33.4,30.5,25.5,24.4,24.1,24.9,24.6,24.6,24.6
642,"ROU","Romania",45.3,45.7,46.2,48.2,51.1,50.9,51.2,52.4,52.2,54.2,55.6,56.9,57.6,59.8,62,61.4,61.4,62.2,64.2,64.9,65.7,66.4,67.3,68.3,69.6,69.6,70,71.4,71.4,71.4
643,"RUS","Russia",30.5,30.2,32.2,31.1,32.5,35,35.8,37,38.4,40,41.2,42.4,44.3,45.1,44.7,44.5,44.8,45.5,46.5,46.7,46.2,46.1,46,46,46.4,46.6,46.9,47.1,47.1,47.1
646,"RWA","Rwanda",28,29.9,30.5,39.9,39.2,42.7,43.6,46,45.3,46.2,48.1,49,49.6,51.2,51.9,52.4,54.3,55.4,55.8,56.8,56.6,57.9,58.2,59.2,60.2,59.3,60.6,62.1,62.1,62.1
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",64.5,65.1,65,64.2,63.7,64.4,65.1,63.8,62.9,62.5,65.5,66,64.9,66.8,65.6,65.8,65.4,66.6,67.5,68.4,68.2,68.7,68.6,68.7,68.9,67.4,67.7,69.2,69.2,69.2
662,"LCA","Saint Lucia",68.4,67.8,67.3,66.5,66.1,65.4,64.5,64.6,64.7,65.2,65.7,66.1,65.9,66.9,66.4,64.3,65,64.7,64.4,64.6,64.6,65.4,65.4,65.4,65.3,60,62.8,65.5,65.5,65.5
670,"VCT","Saint Vincent and the Grenadines",67.1,66.9,67.5,65.4,65.6,67.6,65.1,66,66.5,65.6,66.1,67.6,66.9,67.9,63.8,66.7,66.7,65.9,67.3,65.4,67.1,67.4,69.5,68.4,69.4,67.5,68.1,68.9,68.9,68.9
882,"WSM","Samoa",50.7,51.4,51.5,50.5,51.4,51.9,51.8,52.5,53.6,53.7,54.9,55.2,55.3,57.2,56.1,55.8,55.7,54.7,54.1,53.8,52.7,55,55.5,56.3,57,56.8,53.9,53.1,53.1,53.1
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",61.4,61.4,61.4,61.4,61.4,61.4,61.4,60.2,60.3,59.6,60.2,60.8,61.3,62.4,61.6,61.5,62.6,61.9,62.4,61.5,61.2,60.4,61.8,62.2,62.1,62.8,62.3,63.4,63.4,63.4
682,"SAU","Saudi Arabia",53.5,54.2,57.1,58.4,56.4,52.4,52,49.5,51.3,49.5,50.3,49.2,51.5,50.7,49,48.1,51,49.8,51.2,49.7,48.7,48.5,48.8,49.1,48.6,50.2,50.4,51.1,51.1,51.1
686,"SEN","Senegal",40.7,39.5,41.2,42.6,42.3,41.7,43.5,43.9,45.3,44.4,44.4,45.5,46.1,46.3,45.8,44.2,43.1,45,44.7,45.5,46,46.2,47.1,48.1,47.5,48.5,49.5,49.9,49.9,49.9
688,"SRB","Serbia",34.5,33.1,33.2,33.1,38.1,35.5,35.6,35.9,35.9,36.2,41,38.9,40.6,45.2,46.7,47.2,46.3,48,48.4,51.6,49.1,49.2,49.6,51.3,52.2,51.2,53.8,54.5,54.5,54.5
690,"SYC","Seychelles",68.4,67.7,67.3,67,66.5,66.4,64.5,64.6,63.7,61.4,62.7,64.3,65.3,64.3,62.7,63.5,66.8,66.6,67.3,66.2,65.5,64.6,64.4,64.4,65.6,63.3,62.8,64.6,64.6,64.6
694,"SLE","Sierra Leone",38.7,41.4,39.7,40.4,40.7,41.8,37.8,40.6,39.9,39.6,39.7,36,41.3,43.2,42.8,44,43.4,43.6,47.6,47.5,42.5,43.3,44.5,43.5,47.8,46.9,45.1,45.7,45.7,45.7
702,"SGP","Singapore",63.3,61.4,59.3,60.1,61.5,63.4,62.5,66.4,66,68.5,71.4,72.5,78.4,73.3,73.7,76.1,79.9,75.8,75.2,76.4,74.4,80.2,80.6,78.4,82.4,76.5,77.4,78.4,78.4,78.4
534,"SXM","Sint Maarten",51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,60.9,56.6,52.5,52.2,52.2,51.7,51.8,51.6,50.7,52.6,49.7,52.2,54.1,54.1,54.1
703,"SVK","Slovakia",39.7,41.2,42.7,43.9,44.4,45.7,45.3,47.1,48.1,49,50.6,52.4,55.5,56.5,57.1,58.1,58.8,60.2,60.4,62.1,62.5,62.8,62.8,63.6,65.1,65.7,64.7,65.5,65.5,65.5
705,"SVN","Slovenia",50.6,50.7,51.1,52.3,54.4,55.5,54.9,55.1,56.3,56.6,57.1,58.1,59.5,59.7,60.4,60.6,60.8,61,61.6,64.1,64.4,63.9,64.7,65.9,67.1,67.6,69,70.5,70.5,70.5
90,"SLB","Solomon Islands",60.2,59.8,59.1,58.6,58.3,54.3,51.8,50.3,50.9,51.2,52.2,52.5,52.5,53.3,53.3,54.6,55.4,55.5,55.3,57.1,58.7,59.8,60.4,60.3,60.6,59.8,59,58.1,58.1,58.1
706,"SOM","Somalia",6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,8.2,11.8,13.8,14.2,15.9,17.4,17.7,18.8,19.9,19.9,19.9
710,"ZAF","South Africa",31.3,32.1,31.3,31.8,32.6,33.4,34.4,36,34.2,33.1,35.9,35.9,36.3,35.7,36,37.4,38.1,38.9,39.5,39.3,40.7,40.5,41.4,41.9,40.6,40.4,41.9,43.4,43.4,43.4
410,"KOR","South Korea",48,47.8,47.7,50.2,50.7,51.3,51.9,52.7,53.2,54,54.6,55.5,56,56.3,56.3,55.6,55.4,55.8,56.2,57.1,57.6,58.1,58.2,58.3,59.5,60.8,61,62,62,62
728,"SSD","South Sudan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,"ESP","Spain",61.9,63,62.9,63,62.5,62.8,63.5,62.9,63.2,63,63,64.1,64.3,66.1,67.3,68,67.9,67.7,69,69.1,69.1,70.3,70.1,70.9,72.3,72.4,72.3,72.5,72.5,72.5
144,"LKA","Sri Lanka",67.9,68.1,68.7,70.1,69.7,69.4,69.2,69.1,70,70.3,70.9,72.3,73.4,73.7,74,74.8,75.1,76,77.3,77,76.2,75.8,77.3,78.5,77.9,76.9,77.8,77.9,77.9,77.9
275,"PSE","State of Palestine",81.3,80.2,84.4,79.2,81.2,77.1,78.8,79.1,79.5,74.1,72.1,75.2,75.4,78.5,79.5,80.6,80.5,81.6,80.9,78.6,78.3,78.5,78.6,80.2,78.9,76.8,77.4,77.7,77.7,77.7
729,"SDN","Sudan",41,41.4,44.4,44.8,44.5,44.8,45.8,46,46.6,46.9,47.8,49,49.5,50.1,49,49.9,49.6,44.1,43.8,44.8,44.1,44.8,44.8,43.7,43,42,41.2,41.3,41.3,41.3
740,"SUR","Suriname",45.7,45.7,47.5,48,47.9,48.4,47.9,56.2,57,58.4,59.6,59.2,60.3,59.2,58.8,57.4,56.2,58.4,55.4,54.9,56.9,54.4,57.6,61.2,57.7,52.1,47.7,48.6,48.6,48.6
752,"SWE","Sweden",63.2,62.6,64.2,65.2,66.7,67.8,67.9,68,68.3,69.1,69.6,69.9,70.8,71.7,72.1,71.7,73.2,74,74.6,75.6,76.3,76.6,77.2,77.8,78.5,79.1,79.5,80.1,80.1,80.1
756,"CHE","Switzerland",75.4,75.3,76,76,76.4,77.2,77,77.5,77.2,77.4,77.6,78.3,79.5,79.4,79.5,79.6,80.9,80.7,80.7,82,82.4,82.5,83,83.7,83.9,84.3,84.4,84.7,84.7,84.7
760,"SYR","Syria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"TWN","Taiwan",54.6,54.9,54.6,54.4,55.1,54.7,53.9,50.6,50.7,51.3,52.9,54.7,55.6,57,58,59.6,59.9,60.7,61.1,61.9,62.3,62.5,62.8,63.4,64.7,65.5,65.5,66.9,66.9,66.9
762,"TJK","Tajikistan",26.3,22.6,25.2,25.9,26.5,27.6,31.2,32.8,37.3,34.4,37.4,37.6,36.4,41.6,43.9,45.6,48.2,47.6,49.5,47.4,46.9,47.5,47,46.9,46.9,47.1,48.5,50,50,50
834,"TZA","Tanzania",26,28.1,28.8,27.7,28.2,30.1,30.9,30.4,29.9,32,32.1,34.5,35.2,35.8,36.6,36.8,37.6,37.7,38.1,39.5,39.9,41.3,42.7,43.4,43.6,43.5,44,44.9,44.9,44.9
764,"THA","Thailand",52.9,52.4,50.9,51.1,51.1,52.1,52.2,52.4,53,53,53.1,54,54.1,54.4,53.6,54.1,54.2,54.7,55.2,55.2,55.9,56,56.9,57.6,58.4,57.4,57.6,57.9,57.9,57.9
626,"TLS","Timor-Leste",49.4,49.4,49.4,49.4,49.4,49.4,50.7,46.1,45.6,38.4,36.2,20,20.2,20.2,25.6,28.8,27.8,27.3,29.3,35.6,35.9,38.9,39,39.1,44.4,53.5,54.9,51.4,51.4,51.4
768,"TGO","Togo",42.7,43,46.2,41.6,40.4,41.3,43.3,42.1,41,41.4,36.8,39.4,39.8,39.7,36.1,37.8,37.9,40.7,42.5,45.1,43.9,43.7,45.3,45.1,45.3,44.5,45.8,46.6,46.6,46.6
776,"TON","Tonga",49.7,52,50,51.7,50.1,51.6,53.2,52.8,51.8,51.9,51.5,50.1,51.6,51.9,49.7,51.2,54.1,53.8,53.2,53.6,53.4,54.1,53.9,53.9,52,50.5,49.2,49.2,49.2,49.2
780,"TTO","Trinidad and Tobago",23.9,21,22.4,22.4,21.5,20.6,19.5,19.4,18.9,20,18.1,18.1,17.9,19.4,18,17.6,17.8,19.9,21.1,21.5,22.1,23.5,21.9,21.3,21,22.4,22.7,23.7,23.7,23.7
788,"TUN","Tunisia",52.3,52.8,53.5,53.6,53.8,54,54.1,54.3,55,55.4,55.6,56.1,56.6,56.6,57.1,56.5,57.1,56.9,57.7,57.6,57,57.7,57.9,58.4,59.2,58.2,55.5,55.9,55.9,55.9
792,"TUR","Turkiye",60,59.7,60,60.3,59.7,59.4,59.4,60.5,60.5,62.1,62.6,62.6,61.8,62.1,60.5,62,62.8,62.2,64,64.1,64.4,64.1,64.6,65.3,66.1,65.8,66.5,67.9,67.9,67.9
795,"TKM","Turkmenistan",0.9,3.5,4.6,4.3,2.2,0.5,3.5,3.9,0,0,0.5,2.3,5.1,5.3,12.4,12.2,12.3,14.2,16.3,19,19.9,22,23.9,25.4,26.4,25.2,25.2,25.2,25.2,25.2
796,"TCA","Turks and Caicos Islands",56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56,55.9,56.3,58.4,58.8,56.9,57.4,58.5,51.7,54.5,54.2,54.2,54.2
798,"TUV","Tuvalu",53,51.6,53.5,46.2,45.6,50.1,45.3,47.2,46.1,45.4,44.2,44.7,46.3,47.6,45.9,45.4,46.8,46.2,47.1,47,49.2,50.4,50.8,51.1,53.9,52.8,52.6,52.8,52.8,52.8
800,"UGA","Uganda",33.3,34.7,34.8,34.7,37,37.3,38.2,39.4,39.2,40.5,40.2,43.6,43.3,40.8,42.1,42,44.1,44.1,44.6,45,45.4,46.8,47.3,48.1,48.9,49,49.3,50.1,50.1,50.1
804,"UKR","Ukraine",26.8,26.8,26.9,27.6,29.6,32.1,33.1,34.8,36.4,39.1,39.7,40.4,41.9,43,42.5,42.4,42.4,42.7,43,43.4,44.3,43.8,45.5,45.5,47,47.2,48,46.7,46.7,46.7
784,"ARE","United Arab Emirates",53,53.2,55.7,54.4,55.5,51.2,53,56.5,54.2,55.4,55.6,56.4,55.6,53.8,51,49.4,49.5,49.5,50,51.2,51,52,53.4,54,53,52,51.1,52,52,52
826,"GBR","United Kingdom",55.7,55.5,57.2,57.9,59.2,60,60.4,61.4,61.8,62.4,63.2,64,64.9,65.5,66.3,66.3,68,67.7,68.5,70.4,71.4,72.6,73.4,74,74.8,74.5,74.9,76.7,76.7,76.7
840,"USA","United States of America",46.7,46.9,47.6,48.6,49.5,49.7,50.4,50.7,51,51.6,52.3,53.1,53.3,53.9,54.9,54.8,55.6,56.8,56.8,57.1,58.2,59,59.6,59.6,60.4,61.9,61.9,62.2,62.2,62.2
858,"URY","Uruguay",39,39.3,41.5,43,41.9,42.9,42.1,39.8,39.4,39.2,40.7,40.3,42.6,41.5,42.8,46.4,46.7,47,48.5,48.8,48.6,48.7,49.6,49.7,49.8,48.1,47.4,48.6,48.6,48.6
860,"UZB","Uzbekistan",8.7,8.3,9.2,8.1,9.2,9.9,9.9,9.1,11.1,13.4,15.2,16.2,19.1,20,25.5,27.1,27.5,28.5,31.3,33.9,36,36.2,37.2,38.9,39.3,40.1,40.7,41.4,41.4,41.4
548,"VUT","Vanuatu",30.7,30.2,31.3,31.6,31.1,33.6,33.6,32.5,32.7,34.6,35.3,37.3,32.5,33.7,34.8,34.6,34.2,34.9,35.1,33.9,36.7,40.8,44,41.2,43.7,41.5,41.5,42.9,42.9,42.9
862,"VEN","Venezuela",48.5,49,48.7,44.2,45.7,46.2,48.2,42.7,41.6,46.6,48.2,49.7,51.6,52.4,52.3,49,51.8,51.9,50.3,51.3,50.9,48,45.8,45.6,40,35.8,34.4,35.3,35.3,35.3
704,"VNM","Viet Nam",47.4,47.7,47.6,47.8,48,48.4,49,48.8,48.8,48.1,48.6,49.6,50.6,50.9,50.3,50.5,50.9,52.8,53.1,52.2,51.4,52.4,53.5,53.2,50.3,50,50.9,53,53,53
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
